,path,emotion
1938,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3387.wav,positive
1941,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3390.wav,positive
1942,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3393.wav,positive
1944,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/34.wav,positive
1946,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3426.wav,positive
1947,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3427.wav,positive
1948,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/343.wav,positive
1949,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3430.wav,positive
1954,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3448.wav,positive
1955,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3450.wav,positive
1956,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3454.wav,positive
1958,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3477.wav,positive
1959,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3482.wav,positive
1960,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3486.wav,positive
1962,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3493.wav,positive
1963,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3500.wav,positive
1964,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3507.wav,positive
1965,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3513.wav,positive
1966,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3515.wav,positive
1967,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3521.wav,positive
1969,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3531.wav,positive
1970,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3532.wav,positive
1971,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3536.wav,positive
1972,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3540.wav,positive
1974,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3544.wav,positive
1975,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3553.wav,positive
1976,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3554.wav,positive
1978,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3563.wav,positive
1980,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3567.wav,positive
1982,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3570.wav,positive
1983,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3571.wav,positive
1984,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3573.wav,positive
1985,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3576.wav,positive
1986,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3587.wav,positive
1987,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3593.wav,positive
1988,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3594.wav,positive
1989,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3595.wav,positive
1991,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3597.wav,positive
1992,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3603.wav,positive
1993,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3604.wav,positive
1994,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3606.wav,positive
1995,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3607.wav,positive
1996,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3608.wav,positive
1997,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3612.wav,positive
1999,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3618.wav,positive
2000,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3621.wav,positive
2002,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3637.wav,positive
2003,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3638.wav,positive
2004,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3654.wav,positive
2005,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3667.wav,positive
2007,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3676.wav,positive
2008,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3680.wav,positive
2011,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3694.wav,positive
2012,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3699.wav,positive
2013,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3700.wav,positive
2014,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3702.wav,positive
2015,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3706.wav,positive
2017,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3712.wav,positive
2018,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3721.wav,positive
2019,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3725.wav,positive
2021,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3727.wav,positive
2022,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3730.wav,positive
2023,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3732.wav,positive
2024,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3734.wav,positive
2025,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3740.wav,positive
2027,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3750.wav,positive
2028,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3752.wav,positive
2029,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3753.wav,positive
2031,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3763.wav,positive
2032,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3764.wav,positive
2033,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3766.wav,positive
2034,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3774.wav,positive
2035,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3779.wav,positive
2036,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3781.wav,positive
2039,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3795.wav,positive
2042,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3803.wav,positive
2044,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3809.wav,positive
2045,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3810.wav,positive
2046,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3815.wav,positive
2047,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3826.wav,positive
2048,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3834.wav,positive
2049,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3837.wav,positive
2053,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3879.wav,positive
2054,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3880.wav,positive
2055,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3887.wav,positive
2056,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3888.wav,positive
2057,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3889.wav,positive
2059,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3891.wav,positive
2061,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3893.wav,positive
2062,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3896.wav,positive
2063,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3900.wav,positive
2067,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3916.wav,positive
2068,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3917.wav,positive
2070,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3930.wav,positive
2071,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3931.wav,positive
2074,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3935.wav,positive
2076,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3945.wav,positive
2077,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3946.wav,positive
2078,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3954.wav,positive
2080,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3964.wav,positive
2081,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3966.wav,positive
2082,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3967.wav,positive
2083,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/3998.wav,positive
2084,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4001.wav,positive
2085,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4002.wav,positive
2086,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4005.wav,positive
2088,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/401.wav,positive
2089,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4010.wav,positive
2090,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4013.wav,positive
2091,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4019.wav,positive
2092,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4024.wav,positive
2093,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4037.wav,positive
2094,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4046.wav,positive
2096,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4049.wav,positive
2097,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4057.wav,positive
2100,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4077.wav,positive
2102,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4091.wav,positive
2105,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/411.wav,positive
2107,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4116.wav,positive
2111,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4127.wav,positive
2112,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4129.wav,positive
2113,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4139.wav,positive
2114,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4145.wav,positive
2115,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4147.wav,positive
2116,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/415.wav,positive
2117,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4153.wav,positive
2118,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4158.wav,positive
2119,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4167.wav,positive
2120,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4168.wav,positive
2121,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4175.wav,positive
2123,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4180.wav,positive
2124,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4183.wav,positive
2125,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4185.wav,positive
2126,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4186.wav,positive
2127,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4196.wav,positive
2128,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4197.wav,positive
2129,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4201.wav,positive
2131,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4207.wav,positive
2135,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4213.wav,positive
2137,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4226.wav,positive
2139,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4237.wav,positive
2140,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4240.wav,positive
2141,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4241.wav,positive
2143,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4243.wav,positive
2144,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4244.wav,positive
2145,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4245.wav,positive
2146,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4254.wav,positive
2147,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4258.wav,positive
2149,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4265.wav,positive
2150,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/427.wav,positive
2154,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4279.wav,positive
2155,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4280.wav,positive
2156,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4287.wav,positive
2157,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4290.wav,positive
2159,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4297.wav,positive
2160,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4299.wav,positive
2161,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4300.wav,positive
2167,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4319.wav,positive
2168,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4323.wav,positive
2169,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4324.wav,positive
2171,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4328.wav,positive
2172,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4329.wav,positive
2174,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4334.wav,positive
2177,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4361.wav,positive
2178,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4365.wav,positive
2180,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4371.wav,positive
2181,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4374.wav,positive
2182,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4385.wav,positive
2185,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4392.wav,positive
2186,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4398.wav,positive
2188,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4400.wav,positive
2190,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4405.wav,positive
2192,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4407.wav,positive
2193,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4412.wav,positive
2194,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4415.wav,positive
2195,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4418.wav,positive
2196,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4419.wav,positive
2197,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4422.wav,positive
2199,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4425.wav,positive
2201,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4431.wav,positive
2203,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4442.wav,positive
2204,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4453.wav,positive
2205,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4459.wav,positive
2207,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4463.wav,positive
2208,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4466.wav,positive
2212,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4476.wav,positive
2214,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4488.wav,positive
2216,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4495.wav,positive
2218,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4497.wav,positive
2219,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4498.wav,positive
2220,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4503.wav,positive
2223,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4523.wav,positive
2224,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4524.wav,positive
2225,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4526.wav,positive
2226,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/455.wav,positive
2227,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4551.wav,positive
2228,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4554.wav,positive
2229,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4561.wav,positive
2230,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4564.wav,positive
2231,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4569.wav,positive
2232,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4571.wav,positive
2233,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4572.wav,positive
2237,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4611.wav,positive
2239,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/462.wav,positive
2240,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4620.wav,positive
2243,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4634.wav,positive
2244,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/464.wav,positive
2245,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4642.wav,positive
2246,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4644.wav,positive
2247,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4648.wav,positive
2248,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4649.wav,positive
2249,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4650.wav,positive
2251,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4658.wav,positive
2252,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4663.wav,positive
2253,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4665.wav,positive
2254,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4669.wav,positive
2255,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4671.wav,positive
2257,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4685.wav,positive
2258,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4688.wav,positive
2259,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4696.wav,positive
2262,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4708.wav,positive
2265,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/473.wav,positive
2267,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4733.wav,positive
2268,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4735.wav,positive
2269,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4739.wav,positive
2272,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4745.wav,positive
2273,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4747.wav,positive
2275,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4755.wav,positive
2276,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4762.wav,positive
2278,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4770.wav,positive
2280,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4784.wav,positive
2281,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4787.wav,positive
2282,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4789.wav,positive
2283,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4805.wav,positive
2284,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/481.wav,positive
2285,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4812.wav,positive
2286,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4815.wav,positive
2287,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4818.wav,positive
2288,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4819.wav,positive
2293,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4847.wav,positive
2295,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4858.wav,positive
2298,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4865.wav,positive
2300,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4877.wav,positive
2301,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4878.wav,positive
2302,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4882.wav,positive
2303,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4883.wav,positive
2304,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4884.wav,positive
2306,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4895.wav,positive
2307,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4897.wav,positive
2308,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4902.wav,positive
2309,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4903.wav,positive
2311,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4912.wav,positive
2314,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4916.wav,positive
2315,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4923.wav,positive
2316,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/493.wav,positive
2317,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4932.wav,positive
2318,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4933.wav,positive
2319,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4943.wav,positive
2320,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4944.wav,positive
2321,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4949.wav,positive
2322,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/495.wav,positive
2323,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4951.wav,positive
2325,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/496.wav,positive
2326,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4965.wav,positive
2327,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4968.wav,positive
2329,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4976.wav,positive
2330,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4979.wav,positive
2332,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4987.wav,positive
2333,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4988.wav,positive
2334,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/4994.wav,positive
2336,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5.wav,positive
2338,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5005.wav,positive
2339,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5019.wav,positive
2340,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/502.wav,positive
2341,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5021.wav,positive
2342,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5023.wav,positive
2343,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5024.wav,positive
2345,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5032.wav,positive
2346,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5034.wav,positive
2347,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/positive/5042.wav,positive
